ID_SKU;COD_SKU;COD_SKU_COMPARABLE;DESC_SKU;COD_EAN;ID_MARCA;COD_MARCA;DESC_MARCA;ID_PROVEEDOR;COD_PROVEEDOR;DESC_PROVEEDOR;ID_DIVISION;COD_DIVISION;DESC_DIVISION;ID_DEPARTAMENTO;COD_DEPARTAMENTO;DESC_DEPARTAMENTO;ID_SUBDEPARTAMENTO;COD_SUBDEPARTAMENTO;DESC_SUBDEPARTAMENTO;ID_CLASE;COD_CLASE;DESC_CLASE;ID_SUBCLASE;COD_SUBCLASE;DESC_SUBCLASE;ID_ESTADO;DESC_ESTADO;DESC_PROCEDENCIA;F_PRECIO_COSTO;ELASTICIDAD;FAMILIA;FLG_MMPP
91938005;42403114;;ENDULZANTE MONKFRUIT CLASSIC 800 GRS;2.00E+12;2006503;LAKANTO;LAKANTO;1008405;2060090283;ECOVENDING S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;80.51;;;0
92403320;43111025;;STEVIA CON YACON 40 SOBRES;7.76E+12;2008509;AMARU SUPE;AMARU SUPERFOODS;1013435;2060545064;AMARU SUPERFOODS S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;98;Purgado;Nacional;14.21;;;0
90044153;40147382;;STAC EFERVESCENTE X 50+100TAB GRATIS;7.75E+12;12122;STAC;STAC;1136;2010028493;EUROFARMA PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;17.01;;;0
89914953;40009310;;PAPEL HIGIENICO ROSAL 35MT X4 ROLLOS;7.70E+12;119476;ROSAL;ROSAL;25713;2033099843;PAPELERA INKA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;2.85;;;0
90237631;40434830;;IDEAL PAPEL HIGIENICO HOJA SIMPLE X16 UN;7.75E+12;9564;IDEAL;IDEAL;61621;2010018994;PAPELERA PANAMERICANA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;10.85;;;0
92066079;42593822;;F PACK 8 DUO ERITRITOL PURO;2.00E+12;2010020;70 25 05 L;70 25 05 LOW CARB;1019885;2060605864;JODOWA INVERSIONES SAC;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;67.8;;;0
90838059;41119524;;NUTRASTEVIA ENDULZANTE LIQUIDO FR 110ML;7.75E+12;2002740;NUTRASTEVI;NUTRASTEVIA;63699;2051880650;NUTRA STEVIA EIRL;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;0;Activo;Nacional;17.03;0.607873464;F4604;0
90861476;41143952;;POMPIFRESH PH REGULAR X 50UN;7.86E+12;2001706;POMPI FRES;POMPI FRESH;7765;2010005205;PERUFARMA S A;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;4.5;;;0
89928245;40023718;;PAPEL HIGIENICO PERSONAL DOBLE HOJA ELITE;7.76E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;0.32;;;0
92794144;43674673;;ENDULZ LIQUIDO LA BOLIVIANA STEVIA 90ML;7.75E+12;2012281;LA BOLIVIA;LA BOLIVIANA;63699;2051880650;NUTRA STEVIA EIRL;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;0;Activo;Nacional;12.37;;;0
92170168;42751189;;F ENDULZANTE JARABE DE COCO 330G;2.00E+12;2002606;AMERICA OR;AMERICA ORGANICA;63642;2054702825;COMERCIALIZADORA ANDINA ORGANICA S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;27.58;;;0
92059464;42584798;;LA CALERA CLARA FIT MEZCLA EN POLVO BOL 100G;7.75E+12;2001387;LACALERA;LA CALERA;61072;2045261476;LA CALERA S.A.C;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438232;J0501020203;ESPECIALES;98;Purgado;Nacional;5.28;;;0
91814007;42205822;;STEVIA PURA POLVO 15 GRS;7.75E+12;2007469;CORONEL;CORONEL;1008405;2060090283;ECOVENDING S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;98;Purgado;Nacional;21.19;;;0
90000015;40085611;;AZUCAR BLANCAX1KG CARTAVIO;7.75E+12;7895;CARTAVIO;CARTAVIO;94891;2013186774;CARTAVIO S.A.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024733;J0101070101;AZUCAR BLANCA;98;Purgado;Nacional;2.37;;;0
10245174;10244808;;PAPEL HIG TISSU D/H BL 2 UN;7.75E+12;119020;TISSU;TISSU;25713;2033099843;PAPELERA INKA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;0.9;;;0
91937959;42403080;;BICARBONATO DE SODIO 453 GRS;2.00E+12;2002835;BOBS RED M;BOBS RED MILL;1008405;2060090283;ECOVENDING S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;13.98;;;0
10162239;10162053;;AZUCAR RUBIA LA SIEMBRA BL X 2 K;7.75E+12;10050;LASIEM;LA SIEMBRA;61082;2051471369;GRUPO SANTA ANA S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024732;J0101070102;AZUCAR RUBIA;98;Purgado;Nacional;4.48;;;0
20304757;20141536;;POMPIFRESH PH REPUESTO X50UND;7.86E+12;2001706;POMPI FRES;POMPI FRESH;7765;2010005205;PERUFARMA S A;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;4.5;;;0
90614917;40879491;;OVOANDINO HUEVO PARDO FRESCO X 6U;7.76E+12;2002343;OVOANDINO;OVOANDINO;63152;2052333865;PONEDORAS PACHACAMAC S.A.C.;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;30024065;J0501020202;EMPACADOS;98;Purgado;Nacional;3.24;;;0
92162784;42740684;;SUCARYL S SUCRALOSA X 200 SB;7.79E+12;118883;SUCARYL;SUCARYL;1018124;2060638657;BRANDISCO S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;32.63;;;0
92239837;42864746;;F PAPEL HIGIENICO DOBLE HOJA SUAVE 4UN;2.00E+12;12164;SUAVE;SUAVE;1021779;1009098301;ORMESINDA BRAVO BRAVO DE PERALES;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;5.64;;;0
92435475;43150969;;F PANELA ORGANICA 340GR;2.00E+12;2002606;AMERICA OR;AMERICA ORGANICA;63642;2054702825;COMERCIALIZADORA ANDINA ORGANICA S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;2;Descontinuado;Nacional;11.19;;;0
90562106;40792394;;ENDULZANTE SUCRALOSA POLVO TOTTUS X200 UN;2.00E+12;12430;TOTTUS;TOTTUS;63383;2053871321;ONZA PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;0;Activo;Nacional;16.5;0.589442281;F6010;1
10164287;10164101;;PH ELITE COLOR CELESTE X 2 RO;7.81E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;0.78;;;0
90083691;40201575;;PACK SECRETO EXTRA 2 PQUETES X24UND+PELOTA PLAYA;2.01E+12;2001707;INKAN;INKA;25713;2033099843;PAPELERA INKA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;14.65;;;0
91531776;41860373;;HUEVOS DE GALLINA TOTTUS X 30 UN;2.00E+12;12430;TOTTUS;TOTTUS;61072;2045261476;LA CALERA S.A.C;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438233;J0501020204;REGULARES;98;Purgado;Nacional;6.49;;;1
90536592;40762794;;ELITE PAPEL HIGIENICO DUO X 04 UN;7.81E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;4.98;;;0
