ID_SKU;COD_SKU;COD_SKU_COMPARABLE;DESC_SKU;COD_EAN;ID_MARCA;COD_MARCA;DESC_MARCA;ID_PROVEEDOR;COD_PROVEEDOR;DESC_PROVEEDOR;ID_DIVISION;COD_DIVISION;DESC_DIVISION;ID_DEPARTAMENTO;COD_DEPARTAMENTO;DESC_DEPARTAMENTO;ID_SUBDEPARTAMENTO;COD_SUBDEPARTAMENTO;DESC_SUBDEPARTAMENTO;ID_CLASE;COD_CLASE;DESC_CLASE;ID_SUBCLASE;COD_SUBCLASE;DESC_SUBCLASE;ID_ESTADO;DESC_ESTADO;DESC_PROCEDENCIA;F_PRECIO_COSTO;ELASTICIDAD;FAMILIA;FLG_MMPP
92180128;42767254;;F ENDULZANTE CLASSIC 453 GR;2.00E+12;2006503;LAKANTO;LAKANTO;1022286;2060251840;MERCADILLO PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;61.69;;;0
91814006;42205821;;AZUCAR DE COCO 250 GRS;9.00E+12;2006515;COCO SUGAR;COCO SUGAR;1008405;2060090283;ECOVENDING S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;16.95;;;0
92180127;42767253;;F ENDULZANTE CLASSIC 120 SACHETS 3 GR;2.00E+12;2006503;LAKANTO;LAKANTO;1022286;2060251840;MERCADILLO PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;90.42;;;0
92180273;42767675;;F AGAVE EN POLVO ORGANICO 250 GR;2.00E+12;2002606;AMERICA OR;AMERICA ORGANICA;1022286;2060251840;MERCADILLO PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;31.27;;;0
10482852;10480690;;INCAUCA TETRAREX MORENA X 850GR;7.70E+12;9605;INCAUCA;INCAUCA;60466;2051182383;CORPORACION URBINA S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;7.57;;;0
92753255;43598639;;HUEVOS SAN FERNANDO PET X15UN;7.75E+12;11752;SAN FNDO;SAN FERNANDO;8708;2010015430;SAN FERNANDO S.A.;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438233;J0501020204;REGULARES;0;Activo;Nacional;8.43;4.155204417;P7752;0
90530840;40756353;;SPLENDA X 200UN + TABLETAS X100UN GRATIS;7.75E+12;12080;SPLENDA;SPLENDA;4832;2020444100;KENVUE PERU S.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;35.04;;;0
90686805;40958143;;PAP HIG SUAVE PROTECT CARE X16;7.75E+12;12164;SUAVE;SUAVE;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;14.39;;;0
91938006;42403115;;ENDULZANTE MONKFRUIT GOLDEN 120 SOBRES;2.00E+12;2006503;LAKANTO;LAKANTO;1008405;2060090283;ECOVENDING S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;83.9;;;0
90592720;40855783;;SUGAFOR POLVO x200 SOB 110 TAB;7.75E+12;1999607;SUGAFOR;SUGAFOR;61025;2026299632;FARMINDUSTRIA S.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;30.56;;;0
92634773;43409835;;TOTTUS PAPEL HIG ESENCIAL 15MTX 24UN;2.00E+12;12430;TOTTUS;TOTTUS;1748;2010004764;PAPELERA NACIONAL S A;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;0;Activo;Nacional;10.85;5.949300542;F2798;0
92004399;42504078;;PANELA 200GR;2.00E+12;2008509;AMARU SUPE;AMARU SUPERFOODS;1013435;2060545064;AMARU SUPERFOODS S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;5.85;;;0
92775783;43636622;;PAPEL HIGIENICO SUAVE RINDEMAX X12U;7.70E+12;12164;SUAVE;SUAVE;1040503;2061531905;FAMPRO TISSUE PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;0;Activo;Nacional;13.45;2.178016773;P2020;0
89995323;40079998;;PAP HIG NOBLE DOB HOJA BOLSA X 24 UND;7.76E+12;10835;NOBLE;NOBLE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;9.21;;;0
90165251;40320345;;PAPEL HIGIENICO H.SIMPLE PRECIO UNOX24UN;2.00E+12;2000610;PREC;PRECIO UNO;61621;2010018994;PAPELERA PANAMERICANA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;8.74;;;0
10441685;10439683;;STAC POLVO X 50 SOBRES X1GR;7.75E+12;12122;STAC;STAC;1136;2010028493;EUROFARMA PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;7.76;;;0
10167739;10167545;;COSTENO AZUCAR RUBIA 3/4;7.76E+12;8225;COSTENO;COSTENO;62700;2053672752;COSTEÑO ALIMENTOS S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024732;J0101070102;AZUCAR RUBIA;98;Purgado;Nacional;2;;;0
91747515;42113144;;ENDULZANTE CLASSIC;8.43E+11;2006952;POWER NATU;POWER NATURE;50636;2060314144;POWER NATURE S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;2;Descontinuado;Nacional;65.86;1.557586441;F5192;0
91315105;41625689;;EDULCORANTE SUCRASWEET X500 TAB;7.75E+12;2003173;SUCRASWEET;SUCRASWEET;32398;2026531314;QUALIPHARM SRL;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;17.21;;;0
90000017;40085613;;AZUCAR BLANCAX250GR CARTAVIO;7.75E+12;7895;CARTAVIO;CARTAVIO;60835;2046753984;DEPRODECA S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024733;J0101070101;AZUCAR BLANCA;98;Purgado;Nacional;0.38;;;0
92813711;43707970;;PARACAS PAPEL HIG DH BLANCO 12UN;7.75E+12;2007628;PARACAS;PARACAS;63735;2050639223;PAPELERA REYES S.A.C;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;0;Activo;Nacional;12.81;;;0
20109263;20108943;;PAPEL HIG SUAVE PLUS X 16;7.75E+12;12164;SUAVE;SUAVE;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;10.16;;;0
10449599;10447592;;PH ELITE POLISUAV DOBLE HOJA DISENO X12 UN;7.76E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;8.81;;;0
20036773;20036613;;PAPEL HIGIENICO ROLL X 24 UNDADES;7.75E+12;11642;ROLL;ROLL;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;8.94;;;0
10487957;10485795;;PH SECRETO X 24 ROLLOS UNA HOJA;7.75E+12;11851;SECRETO;SECRETO;25713;2033099843;PAPELERA INKA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;10.85;;;0
91938007;42403116;;ENDULZANTE MONKFRUIT GOLDEN 30 SOBRES;2.00E+12;2006503;LAKANTO;LAKANTO;1008405;2060090283;ECOVENDING S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;24.58;;;0
90227370;40422070;;PAPEL HIG.ELITE MEGAROLLO X 8 D/HOJ;2.00E+12;8752;ELITE;ELITE;14798;2010020549;REPRESENTACIONES INTERNACIONALES S. A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;7.26;;;0
92300008;42970374;;F ENDULZANTE STEVIA CAJA 100 SOBRES 10;2.00E+12;2003592;ONZA;ONZA;1023350;2060673897;HOUSE COLORS PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;98;Purgado;Nacional;22.09;;;0
90020052;40114841;;PAPEL HIGIENICO ELITE ULTRA D/HOJA DISEÑO X12UND;7.76E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;8.79;;;0
92050068;42568765;;F STEVIA 50GR;2.00E+12;2009823;ALMA BOTAN;ALMA BOTANICA;1018107;2055588732;ALMA BOTANICA S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;98;Purgado;Nacional;50.85;;;0
10404219;10402300;;PH ELITE POLISUAV DH DISENO X 4 ROLLOS;7.81E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;2.56;;;0
20294525;20131364;;PACK PH SUAVE PL USX16 U +LIMPIAMAX;2.02E+12;12164;SUAVE;SUAVE;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;12.39;;;0
91640592;41978038;;HUEVOS DE GALLINA SUPER JUMBO LA CHACRA X 15 UN;2.00E+12;2005201;LA CHACRA;LA CHACRA;64272;2052819547;AGROPECUARIA LA CHACRA S.R.L.;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438232;J0501020203;ESPECIALES;98;Purgado;Nacional;10;;;0
10162369;10162183;;AZUCAR RUBIA X KG.;2.00E+12;2001532;GRANE;GRANEL;94891;2013186774;CARTAVIO S.A.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;92163647;J0101070106;GRANEL;0;Activo;Nacional;1.96;0.529336037;F9515;0
89917501;40011630;;1/2 HUEVOS PACKS;2.02E+12;9973;LA CALERA;HUEVOS LA CALERA;61072;2045261476;LA CALERA S.A.C;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;30024065;J0501020202;EMPACADOS;98;Purgado;Nacional;0;;;0
90270831;40467989;;DOMINO AZUCAR GRANULADA X 100 SOBRES;49200040911;8553;DOMINO;DOMINO;4089;2016194603;LS ANDINA S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024733;J0101070101;AZUCAR BLANCA;98;Purgado;Nacional;6.74;;;0
91963300;42440403;;LAKANTO MONKFRUIT SWEETENER;2.00E+12;2006503;LAKANTO;LAKANTO;1014622;2060607320;INVERSIONES CHAJRA BYO S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;55.08;;;0
92812011;43705458;;ELITE PAPEL HIG ULTRA SUAVE 65MT 12UN;7.76E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;0;Activo;Nacional;27.89;;;0
20104107;20103787;;PAPEL HIGIENICO SUAVE PRACTI4X6X40 2HOJAS;7.75E+12;12164;SUAVE;SUAVE;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;1.62;;;0
90614919;40879493;;OVOFELIZ HUEVO PARDO FRESCO X 6U;7.76E+12;2002344;OVOFELIZ;OVOFELIZ;63152;2052333865;PONEDORAS PACHACAMAC S.A.C.;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;30024065;J0501020202;EMPACADOS;98;Purgado;Nacional;3;;;0
92432850;43148258;;HUEVOS PARDOS PRECIO UNO X 12 UND;2.00E+12;2000610;PREC;PRECIO UNO;64272;2052819547;AGROPECUARIA LA CHACRA S.R.L.;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438233;J0501020204;REGULARES;0;Activo;Nacional;8.8;2.452738166;F4271;1
10500961;10498759;;EDULCORANTES SPLENDA SOBRES 100 SP;7.23E+11;12080;SPLENDA;SPLENDA;194;2010003083;G.W. YICHANG & CIA S.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;0;Activo;Nacional;25.93;1.203664446;F1217;0
91256809;41564022;;HUEVO PARDOS LA CALERA X 30 UNIDADES;7.75E+12;2001387;LACALERA;LA CALERA;61072;2045261476;LA CALERA S.A.C;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438233;J0501020204;REGULARES;0;Activo;Nacional;15.34;1.950024376;F3437;0
20309027;20145806;;PAPEL H ELITE DH DISENO X16 UNID;7.76E+12;8752;ELITE;ELITE;8104;2026635233;SOFTYS PERU S.A.C.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;13.79;;;0
20027402;20027242;;MAMA GALLINA X 3 0 CON OMEGA 3;2.00E+12;9176;GALLINA;MAMA GALLINA;61072;2045261476;LA CALERA S.A.C;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;30024065;J0501020202;EMPACADOS;98;Purgado;Nacional;8.06;;;0
91933578;42397096;;ENDULZANTE CLASSIC 800GR;2.00E+12;2006503;LAKANTO;LAKANTO;1013219;2060618972;SWORKS S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;98;Purgado;Nacional;80.51;;;0
92121687;42682050;;HUEVOS ARTISAN X 15UN;2.00E+12;7382;AVINKA;AVINKA;63850;2015526157;GRUPO SANTA ELENA S.A.;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438233;J0501020204;REGULARES;98;Purgado;Nacional;13.14;;;0
91201673;41503845;;TOALLA HUMEDA SUAVE BOLSA PLASTICA X 48UND;7.70E+12;12164;SUAVE;SUAVE;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;4.41;;;0
90562111;40792397;;EDULCORANTE SUCRALOSA LIQUIDA TOTTUS X 100ML;2.00E+12;12430;TOTTUS;TOTTUS;63383;2053871321;ONZA PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;2;Descontinuado;Nacional;8.6;;;1
20026529;20026369;;DUL SUC EDULCORANTE X 500 COMP.;7.80E+12;1999802;DUL SUC;DUL SUC;32398;2026531314;QUALIPHARM SRL;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887556;J0101070104;EDULCORANTES;98;Purgado;Nacional;13.15;;;0
92283903;42944368;;PASTILLERO STEVIA TOTTUS X 330 TAB;2.00E+12;12430;TOTTUS;TOTTUS;63383;2053871321;ONZA PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;90887558;J0101070105;STEVIAS;98;Purgado;Nacional;11.5;;;1
89934071;40029780;;HUEVOS DONA CLARITA PACK X 15UND;2.04E+12;1970053;DONA CLARI;DONA CLARITA;60801;2013382301;GRANJA LAS CASUARINAS S.A.C.;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;30024065;J0501020202;EMPACADOS;98;Purgado;Nacional;3.56;;;0
90543543;40769028;;AZUCAR BLANCA SUREÑA X 1 KG;7.75E+12;2000505;SURENO;SURENO;61581;2050893723;DISTRIBUIDORA CALMET E.I.R.L.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024733;J0101070101;AZUCAR BLANCA;98;Purgado;Nacional;2.49;;;0
90314171;40530087;;PAPEL HIGIENICO X 4UND PRECIO UNO;7.75E+12;2000610;PREC;PRECIO UNO;25713;2033099843;PAPELERA INKA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;1.16;;;0
20295933;20132772;;PAPEL SUAVE 2HX 16 JUNIOR+LIMPIAMA;2.02E+12;12164;SUAVE;SUAVE;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;98;Purgado;Nacional;11.02;;;0
10424370;10422408;;PAPEL HIG SUAVE RINDEMAX 40MT  X 4UN;7.75E+12;12164;SUAVE;SUAVE;1040503;2061531905;FAMPRO TISSUE PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020966;J0201030201;DOBLE HOJA;0;Activo;Nacional;2.59;2.178016773;F3164;0
20025951;20025811;;P.H. SUAVE EXTRA X 16+AXION X250 GR;2.02E+12;12164;SUAVE;SUAVE;144;2010015294;KIMBERLY-CLARK PERU S.R.L.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;8.31;;;0
20029307;20029147;;AZUCAR BLANCA TR OPICAL TAPPER 2KG;7.75E+12;12481;TROPICAL;TROPICAL;6476;2011137890;ROMERO TRADING S.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024733;J0101070101;AZUCAR BLANCA;98;Purgado;Nacional;3.7;;;0
90323819;40541313;;SPLENDA GRANULADO X 55GR;7.23E+11;12080;SPLENDA;SPLENDA;4832;2020444100;KENVUE PERU S.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024731;J0101070103;OTROS AZUCARES;98;Purgado;Nacional;10.39;;;0
10170786;10170600;;PAISANA AZUCAR BL.1KG;7.75E+12;11037;PAISANA;PAISANA;4655;2010005523;ALICORP S.A.A.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024733;J0101070101;AZUCAR BLANCA;98;Purgado;Nacional;1.69;;;0
92219165;42832343;;F COSTENO AZUCAR RUBIA 750G;2.00E+12;8225;COSTENO;COSTENO;1023350;2060673897;HOUSE COLORS PERU S.A.C.;30019445;J01;PGC COMESTIBLE;30019463;J0101;ABARROTES;30019506;J010107;DESAYUNOS/DULCES;30019875;J01010701;AZUCAR/SUSTITUTOS;30024732;J0101070102;AZUCAR RUBIA;98;Purgado;Nacional;5.85;;;0
89953549;40048608;;PAPEL HIGIENICO ROSAL 25MT X 24ROLLOS;7.70E+12;119476;ROSAL;ROSAL;25713;2033099843;PAPELERA INKA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;12.89;;;0
90062934;40179034;;PAPEL HIGIENICO SECRETO EXTRA 10x2und;7.75E+12;11851;SECRETO;SECRETO;25713;2033099843;PAPELERA INKA S.A.;30019446;J02;PGC NO COMESTIBLE;30019465;J0201;LAVADO Y MANTENIMIENTO;30019523;J020103;PRODUCTOS DE PAPEL PARA EL HOGAR;30019945;J02010302;PAPELES HIGIENICOS;30020965;J0201030202;SIMPLE;98;Purgado;Nacional;6.63;;;0
92740729;43573819;;HUEVO PARDO CALERA PX15 + 3GRATIS;7.75E+12;2001387;LACALERA;LA CALERA;61072;2045261476;LA CALERA S.A.C;30019448;J05;FLC;30019475;J0501;FIAMBRERIA;30019559;J050102;HUEVOS FRESCOS;30020802;J05010202;GALLINA;91438233;J0501020204;REGULARES;98;Purgado;Nacional;8.91;;;0
